5.15873233729137e-06,5.679212377200272e-06,6.72192538341323e-06,8.277194441109202e-06,1.029145670538526e-05,1.260429529362484e-05,1.485097620551995e-05,1.639570299032102e-05,1.661871952311335e-05,1.620592609007787e-05,1.583138792194983e-05
5.095494273424312e-06,5.626086927021404e-06,6.701373406490406e-06,8.342595423477444e-06,1.055707052285912e-05,1.327914128381465e-05,1.620691866253868e-05,1.841157354007905e-05,1.79772739074798e-05,1.690817829018079e-05,1.620592609007787e-05
4.952407201854449e-06,5.490724384114732e-06,6.599976688480249e-06,8.351980249750603e-06,1.087222201597054e-05,1.435104105967305e-05,1.893704011874534e-05,2.376122564447184e-05,2.069025183895589e-05,1.79772739074798e-05,1.661871952311335e-05
4.709146701185957e-06,5.233976630251794e-06,6.327459491694121e-06,8.096304199662186e-06,1.077182367239469e-05,1.490663997154912e-05,2.207679219607463e-05,3.77158684253438e-05,2.376122564447184e-05,1.841157354007905e-05,1.639570299032102e-05
4.36128660398533e-06,4.839757209505394e-06,5.831965032455724e-06,7.416704837868178e-06,9.733711531550352e-06,1.29976005861226e-05,1.739049695509292e-05,2.207679219607463e-05,1.893704011874534e-05,1.620691866253868e-05,1.485097620551995e-05
3.933128107205143e-06,4.340355478513066e-06,5.172532570244397e-06,6.461928753774814e-06,8.241611291748614e-06,1.049528204656091e-05,1.29976005861226e-05,1.490663997154912e-05,1.435104105967305e-05,1.327914128381465e-05,1.260429529362484e-05
3.471237130816833e-06,3.79927479553385e-06,4.45792107934582e-06,5.4452923458883e-06,6.736283324939168e-06,8.241611291748614e-06,9.733711531550352e-06,1.077182367239469e-05,1.087222201597054e-05,1.055707052285912e-05,1.029145670538526e-05
3.029339437070442e-06,3.284827053246375e-06,3.789413740094584e-06,4.524323660411926e-06,5.4452923458883e-06,6.461928753774814e-06,7.416704837868178e-06,8.096304199662186e-06,8.351980249750603e-06,8.342595423477444e-06,8.277194441109202e-06
2.655799113864415e-06,2.853868823981762e-06,3.239788388434708e-06,3.789413740094584e-06,4.45792107934582e-06,5.172532570244397e-06,5.831965032455724e-06,6.327459491694121e-06,6.599976688480249e-06,6.701373406490406e-06,6.72192538341323e-06
2.387296008851716e-06,2.546567995700205e-06,2.853868823981762e-06,3.284827053246375e-06,3.79927479553385e-06,4.340355478513066e-06,4.839757209505394e-06,5.233976630251794e-06,5.490724384114732e-06,5.626086927021404e-06,5.679212377200272e-06
2.247396765321249e-06,2.387296008851716e-06,2.655799113864415e-06,3.029339437070442e-06,3.471237130816833e-06,3.933128107205143e-06,4.36128660398533e-06,4.709146701185957e-06,4.952407201854449e-06,5.095494273424312e-06,5.15873233729137e-06
