1.198914980917292e-05,1.289743719652499e-05,1.473094832267619e-05,1.749575970570677e-05,2.111964823788935e-05,2.532312118870754e-05,2.942119067721402e-05,3.218452805560254e-05,3.240116432627914e-05,3.143746296819428e-05,3.062503767202572e-05
1.187688673877253e-05,1.280806787558568e-05,1.471147188529884e-05,1.765378518111387e-05,2.168266734929207e-05,2.670598206044105e-05,3.216375344528249e-05,3.6245816807671e-05,3.516056200594103e-05,3.289780246249123e-05,3.143746296819428e-05
1.162077708934846e-05,1.257306753559179e-05,1.455470180000068e-05,1.773137431316217e-05,2.238362612370775e-05,2.892651252064377e-05,3.769676483681903e-05,4.701044041345389e-05,4.06836434763922e-05,3.516056200594103e-05,3.240116432627914e-05
1.1182045892375e-05,1.21163796618518e-05,1.408335499042517e-05,1.731612048056606e-05,2.230315804689749e-05,3.017814776678933e-05,4.412238357658489e-05,7.504543518382959e-05,4.701044041345389e-05,3.6245816807671e-05,3.218452805560254e-05
1.055190080541547e-05,1.140583044187594e-05,1.319383034287264e-05,1.60914035137509e-05,2.040198137188474e-05,2.658270667517239e-05,3.503066091529192e-05,4.412238357658489e-05,3.769676483681903e-05,3.216375344528249e-05,2.942119067721402e-05
9.775657035345332e-06,1.050188575019178e-05,1.199832660977307e-05,1.434563049427537e-05,1.763196274342118e-05,2.185108781321072e-05,2.658270667517239e-05,3.017814776678933e-05,2.892651252064377e-05,2.670598206044105e-05,2.532312118870754e-05
8.939660126737434e-06,9.523361146686724e-06,1.070322982155561e-05,1.248942680795782e-05,1.485093340786894e-05,1.763196274342118e-05,2.040198137188474e-05,2.230315804689749e-05,2.238362612370775e-05,2.168266734929207e-05,2.111964823788935e-05
8.142210069976326e-06,8.596094741915804e-06,9.49709337538721e-06,1.081911833125698e-05,1.248942680795782e-05,1.434563049427537e-05,1.60914035137509e-05,1.731612048056606e-05,1.773137431316217e-05,1.765378518111387e-05,1.749575970570677e-05
7.470291434544423e-06,7.822464063472964e-06,8.511126190598717e-06,9.49709337538721e-06,1.070322982155561e-05,1.199832660977307e-05,1.319383034287264e-05,1.408335499042517e-05,1.455470180000068e-05,1.471147188529884e-05,1.473094832267619e-05
6.988648264688053e-06,7.272821816532323e-06,7.822464063472964e-06,8.596094741915804e-06,9.523361146686724e-06,1.050188575019178e-05,1.140583044187594e-05,1.21163796618518e-05,1.257306753559179e-05,1.280806787558568e-05,1.289743719652499e-05
6.738155446515667e-06,6.988648264688053e-06,7.470291434544423e-06,8.142210069976326e-06,8.939660126737434e-06,9.775657035345332e-06,1.055190080541547e-05,1.1182045892375e-05,1.162077708934846e-05,1.187688673877253e-05,1.198914980917292e-05
