6.94179383297183e-06,7.496727085714792e-06,8.605592259893929e-06,1.025518269622205e-05,1.239375651001197e-05,1.487899343997096e-05,1.737215658470854e-05,1.916339259362861e-05,1.93336197312534e-05,1.885357736472337e-05,1.845961307600841e-05
6.856005579294525e-06,7.420818974062459e-06,8.562743530172939e-06,1.03045304761584e-05,1.267668223561937e-05,1.569932533505845e-05,1.922077175032288e-05,2.215801292929606e-05,2.118241019127101e-05,1.969790717299882e-05,1.885357736472337e-05
6.669405150090765e-06,7.241588215380853e-06,8.418959262334579e-06,1.028705021749061e-05,1.305073356076072e-05,1.719246322254847e-05,2.354220745283031e-05,3.145979740242839e-05,2.54821094588288e-05,2.118241019127101e-05,1.93336197312534e-05
6.364678346312675e-06,6.922708305201171e-06,8.08506381860896e-06,9.984743613940829e-06,1.299964251479056e-05,1.829873837490373e-05,2.959509173276482e-05,5.901804826989233e-05,3.145979740242839e-05,2.215801292929606e-05,1.916339259362861e-05
5.941661073896085e-06,6.4517567869534e-06,7.507780341752807e-06,9.202581037509445e-06,1.175573393430142e-05,1.56744842554372e-05,2.182292535295389e-05,2.959509173276482e-05,2.354220745283031e-05,1.922077175032288e-05,1.737215658470854e-05
5.430256233016913e-06,5.867450103821179e-06,6.758079379692263e-06,8.13649651651703e-06,1.005956929152259e-05,1.259712950669677e-05,1.56744842554372e-05,1.829873837490373e-05,1.719246322254847e-05,1.569932533505845e-05,1.487899343997096e-05
4.883446208594102e-06,5.240087404310873e-06,5.953555825558523e-06,7.018874987316056e-06,8.412282477951784e-06,1.005956929152259e-05,1.175573393430142e-05,1.299964251479056e-05,1.305073356076072e-05,1.267668223561937e-05,1.239375651001197e-05
4.361853477907217e-06,4.644870791030792e-06,5.201895517171852e-06,6.009602223654589e-06,7.018874987316056e-06,8.13649651651703e-06,9.202581037509445e-06,9.984743613940829e-06,1.028705021749061e-05,1.03045304761584e-05,1.025518269622205e-05
3.920771073916846e-06,4.145552092846861e-06,4.582247821765802e-06,5.201895517171852e-06,5.953555825558523e-06,6.758079379692263e-06,7.507780341752807e-06,8.08506381860896e-06,8.418959262334579e-06,8.562743530172939e-06,8.605592259893929e-06
3.603154664047232e-06,3.78857957709447e-06,4.145552092846861e-06,4.644870791030792e-06,5.240087404310873e-06,5.867450103821179e-06,6.4517567869534e-06,6.922708305201171e-06,7.241588215380853e-06,7.420818974062459e-06,7.496727085714792e-06
3.437386025783093e-06,3.603154664047232e-06,3.920771073916846e-06,4.361853477907217e-06,4.883446208594102e-06,5.430256233016913e-06,5.941661073896085e-06,6.364678346312675e-06,6.669405150090765e-06,6.856005579294525e-06,6.94179383297183e-06
