2.971584851498345e-06,3.414946684872497e-06,4.312047394235201e-06,5.668759683312386e-06,7.451209459795412e-06,9.519793699592608e-06,1.152922932862806e-05,1.286041461711994e-05,1.290766646219482e-05,1.236958473344816e-05,1.192984565584872e-05
2.943422528589693e-06,3.398164354830707e-06,4.330299345919962e-06,5.776464687951071e-06,7.763444991342253e-06,1.024612085731923e-05,1.294164572930838e-05,1.493709058172266e-05,1.432950650511195e-05,1.313643847624675e-05,1.236958473344816e-05
2.868184586203144e-06,3.333059416676053e-06,4.303834531840158e-06,5.867408122808346e-06,8.168277684085185e-06,1.141680653879957e-05,1.578003165130171e-05,2.040358558035755e-05,1.716383617167916e-05,1.432950650511195e-05,1.290766646219482e-05
2.721041355502629e-06,3.175748691116128e-06,4.137200569361165e-06,5.726708555564847e-06,8.193835993918547e-06,1.211039701500666e-05,1.907023329474084e-05,3.452089726364582e-05,2.040358558035755e-05,1.493709058172266e-05,1.286041461711994e-05
2.491182327426891e-06,2.903443005475548e-06,3.771260671210065e-06,5.187443935527442e-06,7.308833628475343e-06,1.036773034487557e-05,1.456245718457118e-05,1.907023329474084e-05,1.578003165130171e-05,1.294164572930838e-05,1.152922932862806e-05
2.195509256585087e-06,2.540553483492686e-06,3.25636833470525e-06,4.388828174504907e-06,5.986838363759563e-06,8.050028745242285e-06,1.036773034487557e-05,1.211039701500666e-05,1.141680653879957e-05,1.024612085731923e-05,9.519793699592608e-06
1.873807939599045e-06,2.142945158285324e-06,2.692198987019704e-06,3.533621707751524e-06,4.656926594347479e-06,5.986838363759563e-06,7.308833628475343e-06,8.193835993918547e-06,8.168277684085185e-06,7.763444991342253e-06,7.451209459795412e-06
1.574754328157936e-06,1.77252218894359e-06,2.171382554127914e-06,2.768316477141763e-06,3.533621707751524e-06,4.388828174504907e-06,5.187443935527442e-06,5.726708555564847e-06,5.867408122808346e-06,5.776464687951071e-06,5.668759683312386e-06
1.339843545972682e-06,1.478080541066814e-06,1.756861204534101e-06,2.171382554127914e-06,2.692198987019704e-06,3.25636833470525e-06,3.771260671210065e-06,4.137200569361165e-06,4.303834531840158e-06,4.330299345919962e-06,4.312047394235201e-06
1.188393002939017e-06,1.283140293485695e-06,1.478080541066814e-06,1.77252218894359e-06,2.142945158285324e-06,2.540553483492686e-06,2.903443005475548e-06,3.175748691116128e-06,3.333059416676053e-06,3.398164354830707e-06,3.414946684872497e-06
1.116968230479826e-06,1.188393002939017e-06,1.339843545972682e-06,1.574754328157936e-06,1.873807939599045e-06,2.195509256585087e-06,2.491182327426891e-06,2.721041355502629e-06,2.868184586203144e-06,2.943422528589693e-06,2.971584851498345e-06
